id,code,info
4449,M151,Узлы Гебердена (с артропатией)
4450,M152,Узлы Бушара (с артропатией)
4451,M153,Вторичный множественный артроз
4452,M154,Эрозивный (остео)артроз
4453,M158,Другой полиартроз
4454,M159,Полиартроз неуточненный
4455,M160,Первичный коксартроз двусторонний
4456,M161,Другой первичный коксартроз
4457,M162,Коксартроз в результате дисплазии двусторонний
4458,M163,Другие диспластические коксартрозы
4459,M164,Посттравматический коксартроз двусторонний
4460,M165,Другие посттравматические коксартрозы
4461,M166,Другие вторичные коксартрозы двусторонние
4462,M167,Другие вторичные коксартрозы
4463,M169,Коксартроз неуточненный
4464,M170,Первичный гонартроз двусторонний
4465,M171,Другой первичный гонартроз
4466,M172,Посттравматический гонартроз двусторонний
4467,M173,Другие посттравматические гонартрозы
4468,M174,Другие вторичные гонартрозы двусторонние
4469,M175,Другие вторичные гонартрозы
4470,M179,Гонартроз неуточненный
4471,M180,Первичный артроз первого запястно-пястного сустава двусторонний
4472,M181,Другие первичные артрозы первого запястно-пястного сустава
4473,M182,Посттравматический артроз первого запястно-пястного сустава двусторонний
4474,M183,Другие посттравматические артрозы первого запястно-пястного сустава
4475,M184,Другие вторичные артрозы первого запястно-пястного сустава двусторонние
4476,M185,Другие вторичные артрозы первого запястно-пястного сустава
4477,M189,Артроз первого запястно-пястного сустава неуточненный
4478,M190,Первичный артроз других суставов
4479,M191,Посттравматический артроз других суставов
4480,M192,Вторичный артроз других суставов
4481,M198,Другой уточненный артроз
4482,M199,Артроз неуточненный
4483,M200,Деформация пальца(цев)
4484,M201,Наружное искривление большого пальца (hallus valgus)(приобретенное)
4485,M202,Ригидный большой палец стопы
4486,M203,Другие деформации большого пальца стопы (приобретенные)
4487,M204,Другие молоткообразные деформации стопы (приобретенные)
4488,M205,Другие деформации пальца(цев) стопы (приобретенные)
4489,M206,Приобретенные деформации пальца(цев) стопы неуточненные
4490,M210,"Вальгусная деформация, не классифицированная в других рубриках"
4491,M211,"Варусная деформация, не классифицированная в других рубриках"
4492,M212,Сгибательная деформация
4493,M213,Свисание стопы или кисти (приобретенное)
4494,M214,Плоская стопа [pes planus] (приобретенная)
4495,M215,"Приобретенные когтеобразная кисть, косорукость, полая стопа (с высоким сводом) и искривленная стопа (косолапость)"
4496,M216,Другие приобретенные деформации лодыжки и стопы
4497,M217,Разная длина конечностей (приобретенная)
4498,M218,Другие уточненные приобретенные деформации конечностей
4499,M219,Приобретенная деформация конечностей неуточненная
4500,M220,Привычный вывих надколенника
4501,M221,Привычный подвывих надколенника
4502,M222,Нарушения между надколенником и бедренной костью
4503,M223,Другие поражения надколенника
4504,M224,Хондромаляция надколенника
4505,M228,Другие поражения надколенника
4506,M229,Поражение надколенника неуточненное
4507,M230,Кистозный мениск
4508,M231,Дисковидный мениск (врожденный)
4509,M232,Поражение мениска в результате старого разрыва или травмы
4510,M233,Другие поражения мениска
4511,M234,Свободное тело в коленном суставе
4512,M235,Хроническая нестабильность коленного сустава
4513,M236,Другие спонтанные разрывы связки(ок) колена
4514,M238,Другие внутренние поражения колена
4515,M239,Внутреннее поражение коленного сустава неуточненные
4516,M240,Свободное тело в суставе
4517,M241,Другие нарушения суставного хряща
4518,M242,Поражение связок
4519,M243,"Патологическое смещение и подвывих сустава, не классифицированное в других рубриках"
4520,M244,Повторяющиеся вывихи и подвывихи сустава
4521,M245,Контрактура сустава
4522,M246,Анкилоз сустава
4523,M247,Протрузия вертлужной впадины
4524,M248,"Другие уточненные поражения суставов, не классифицированные в других рубриках"
4525,M249,Поражение сустава неуточненное
4526,M250,Гемартроз
4527,M251,Фистула сустава
4528,M252,Болтающийся сустав
4529,M253,Другая нестабильность сустава
4530,M254,Выпот в суставе
4531,M255,Боль в суставе
4532,M256,"Тугоподвижность в суставе, не классифицированная в других рубриках"
4533,M257,Остеофит
4534,M258,Другие уточненные болезни суставов
4535,M259,Болезнь сустава неуточненная
4536,M300,Узелковый полиартериит
4537,M301,Полиартериит с поражением легких [Черджа-Стросса]
4538,M302,Ювенильный полиартериит
4539,M303,Слизисто-кожный лимфонодулярный синдром [Кавасаки]
4540,M308,"Другие состояния, связанные с узелковым полиартериитом"
4541,M310,Гиперчувствительный ангиит
4542,M311,Тромботическая микроангиопатия
4543,M312,Смертельная срединная гранулема
4544,M313,Гранулематоз Вегенера
4545,M314,Синдром дуги аорты [Такаясу]
4546,M315,Гигантоклеточный артериит с ревматической полимиалгией
4547,M316,Другие гигантоклеточные артерииты
4548,M318,Другие уточненные некротизирующие васкулопатии
4549,M319,Некротизирующая васкулопатия неуточненная
4550,M320,Лекарственная системная красная волчанка
4551,M321,Системная красная волчанка с поражением других органов или систем
4552,M328,Другие формы системной красной волчанки
4553,M329,Системная красная волчанка неуточненная
4554,M330,Юношеский дерматомиозит
4555,M331,Другие дерматомиозиты
4556,M332,Полимиозит
4557,M339,Дерматополимиозит неуточненный
4558,M340,Прогрессирующий системный склероз
4559,M341,Синдром CR(E)ST
4560,M342,"Системный склероз, вызванный лекарственными средствами и химическими соединениями"
4561,M348,Другие формы системного склероза
4562,M349,Системный склероз неуточненный
4563,M350,Сухой синдром [Шегрена]
4564,M351,Другие перекрестные синдромы
4565,M352,Болезнь Бехчета
4566,M353,Ревматическая полимиалгия
4567,M354,Диффузный (эозинофильный) фасциит
4568,M355,Многоочаговый фибросклероз
4569,M356,Рецидивирующий панникулит Вебера-Крисчена
4570,M357,"Гипермобильный синдром разболтанности, излишней подвижности"
4571,M358,Другие уточненные системные поражения соединительной ткани
4572,M359,Системные поражения соединительной ткани неуточненные
4573,M36,"Системные поражения соединительной ткани при болезнях, классифицированных в других рубриках"
4574,M360,Дермато(поли)миозит при новообразованиях (C00-D48+)
4575,M361,Артропатия при новообразованиях (C00-D48+)
4576,M362,Артропатия при гемофилии (D66-D68+)
4577,M363,Артропатия при других болезнях крови (D50-D76+)
4578,M364,"Артропатия при реакциях гиперчувствительности, классифицированных в других рубриках"
4579,M368,"Системные поражения соединительной ткани при других болезнях, классифицированных в других рубриках"
4580,M400,Кифоз позиционный
4581,M401,Другие вторичные кифозы
4582,M402,Другие и неуточненные кифозы
4583,M403,Синдром прямой спины
4584,M404,Другие лордозы
4585,M405,Лордоз неуточненный
4586,M410,Инфантильный идиопатический сколиоз
4587,M411,Юношеский идиопатический сколиоз
4588,M412,Другие идиопатические сколиозы
4589,M413,Торакогенный сколиоз
4590,M414,Нервно-мышечный сколиоз
4591,M415,Прочие вторичные сколиозы
4592,M418,Другие формы сколиоза
4593,M419,Сколиоз неуточненный
4594,M420,Юношеский остеохондроз позвоночника
4595,M421,Остеохондроз позвоночника у взрослых
4596,M429,Остеохондроз позвоночника неуточненный
4597,M430,Спондилолиз
4598,M431,Спондилолистез
4599,M432,Другие сращения позвоночного столба
4600,M433,Привычный атланто-аксиальный подвывих с миелопатией
4601,M434,Другие привычные антланто-аксиальные подвывихи
4602,M435,Другие привычные подвывихи позвонков
4603,M436,Кривошея
4604,M438,Другие уточненные деформирующие дорсопатии
4605,M439,Деформирующая дорсопатия неуточненная
4606,M460,Энтезопатия позвоночника
4607,M461,"Сакроилеит, не классифицированный в других рубриках"
4608,M462,Остеомиелит позвонков
4609,M463,Инфекция межпозвоночных дисков (пиогенная)
4610,M464,Дисцит неуточненный
4611,M465,Другие инфекционные спондилопатии
4612,M468,Другие уточненные воспалительные спондилопатии
4613,M469,Воспалительные спондилопатии неуточненные
4614,M470,Синдром сдавления передней спинальной или позвоночной артерии (G99.2*)
4615,M471,Другие спондилезы с миелопатией
4616,M472,Другие спондилезы с радикулопатией
4617,M478,Другие спондилезы
4618,M479,Спондилез неуточненный
4619,M480,Спинальный стеноз
4620,M481,Анкилозирующий гиперостоз Форестье
4621,M482,"""Целующиеся"" позвонки"
4622,M483,Травматическая спондилопатия
4623,M484,"Перелом позвоночника, связанный с перенапряжением"
4624,M485,"Разрушение позвонка, не классифицированное в других рубриках"
4625,M488,Другие уточненные спондилопатии
4626,M489,Спондилопатия неуточненная
4627,M49,"Спондилопатии при болезнях, классифицированных в других рубриках"
4628,M490,Туберкулез позвоночника (A18.0+)
4629,M491,Бруцеллезный спондилит (A23.-+)
4630,M492,Энтеробактериальный спондилит (A01-A04+)
4631,M493,"Спондилопатии при других инфекционных и паразитарных болезнях, классифицированных в других рубриках"
4632,M494,Нейропатическая спондилопатия
4633,M495,"Разрушение позвоночника при болезнях, классифицированных в других рубриках"
4634,M498,"Спондилопатии при других болезнях, классифицированных в других рубриках"
4635,M500,Поражение межпозвоночного диска шейного отдела с миелопатией (G99.2*)
4636,M501,Поражение  межпозвоночного диска шейного отдела с радикулопатией
4637,M502,Смещение межпозвоночного диска шейного отдела другого типа
4638,M503,Другая дегенерация межпозвоночного диска шейного отдела
4639,M508,Другие поражения межпозвоночного диска шейного отдела
4640,M509,Поражение межпозвоночного диска шейного отдела неуточненное
4641,M510,Поражения межпозвоночных дисков поясничного и других отделов с миелопатией (G99.2*)
4642,M511,Поражения межпозвоночных дисков поясничного и других отделов с радикулопатией
4643,M512,Другое уточненное смещение межпозвоночного диска
4644,M513,Другая уточненная дегенерации межпозвоночного диска
4645,M514,Узлы [грыжи] Шморля
4646,M518,Другое уточненное поражение межпозвоночного диска
4647,M519,Поражение межпозвоночного диска неуточненное
4648,M530,Шейно-черепной синдром
4649,M531,Шейно-плечевой синдром
4650,M532,Спинальная нестабильность
4651,M533,"Крестцово-копчиковые нарушения, не классифицированные в других рубриках"
4652,M538,Другие уточненные дорсопатии
4653,M539,Дорсопатия неуточненная
4654,M540,"Панникулит, поражающий шейный отдел и позвоночник"
4655,M541,Радикулопатия
4656,M542,Цервикалгия
4657,M543,Ишиас
4658,M544,Люмбаго с ишиасом
4659,M545,Боль внизу спины
4660,M546,Боль в грудном отделе позвоночника
4661,M548,Другая дорсалгия
4662,M549,Дорсалгия неуточненная
4663,M600,Инфекционный миозит
4664,M601,Интерстициальный миозит
4665,M602,"Гранулема мягких тканей, вызванная попаданием инородного тела, не классифицированная в других рубриках"
4666,M608,Другие миозиты
4667,M609,Миозит неуточненный
4668,M610,Миозит оссифицирующий травматический
4669,M611,Миозит оссифицирующий прогрессирующий
4670,M612,Паралитическая кальцификация и оссификация мышц
4671,M613,"Кальцификация и оссификация  мышц, связанные с ожогами"
4672,M614,Другая кальцификация мышцы
4673,M615,Другая оссификация мышцы
4674,M619,Кальцификация и оссификация мышцы неуточненная
4675,M620,Расхождение мышцы
4676,M621,Другой разрыв мышцы (нетравматический)
4677,M622,Ишемический инфаркт мышцы
4678,M623,Синдром иммобилизации (параплегический)
4679,M624,Контрактура мышцы
4680,M625,"Истощение и атрофия мышц, не классифицированные в других рубриках"
4681,M626,Мышечная деформация
4682,M628,Другие уточненные поражения мышц
4683,M629,Нарушения мышц неуточненные
4684,M63,"Поражения мышцы при болезнях, классифицированных в других рубриках"
4685,M630,"Миозиты при бактериальных  болезнях, классифицированных в других рубриках"
4686,M631,"Миозиты при протозойной и паразитарной инфекциях, классифицированных в других рубриках"
4687,M632,"Миозит при других инфекционных болезнях, классифицированных в других рубриках"
4688,M633,Миозит при саркоидозе (D86.8+)
4689,M638,"Другие мышечные расстройства при болезнях, классифицированных в других рубриках"
4690,M650,Абсцесс оболочки сухожилия
4691,M651,Другие инфекционные (тено)синовиты
4692,M652,Кальцифицирующий тендинит
4693,M653,Щелкающий палец
4694,M654,Теносиновит шиловидного отростка лучевой кости [синдром де Кервена]
4695,M658,Другие синовиты и теносиновиты
4696,M659,Синовит и теносиновит неуточненный
4697,M660,Разрыв подколенной кисты
4698,M661,Разрыв синовиальной оболочки
4699,M662,Спонтанный разрыв сухожилий разгибателей
4700,M663,Спонтанный разрыв сухожилий сгибателей
4701,M664,Спонтанный разрыв других сухожилий
4702,M665,Спонтанный разрыв неуточненных сухожилий
4703,M670,Короткое пяточное [ахиллово] сухожилие (приобретенное)
4704,M671,Другая контрактура сухожилия (влагалища)
4705,M672,"Синовиальная гипертрофия, не классифицированная в других рубриках"
4706,M673,Мигрирующий синовит
4707,M674,Ганглион
4708,M678,Другие уточненные поражения синовиальной оболочки и сухожилия
4709,M679,Поражение синовиальной оболочки и сухожилия неуточненное
4710,M68,"Поражения синовиальных  оболочек и сухожилий при болезнях, классифицированных в других рубриках"
4711,M680,"Синовит и теносиновит при бактериальных болезнях, классифицированных в других рубриках"
4712,M688,"Другие поражения синовиальной оболочки и сухожилий при болезнях, классифицированных в других рубриках"
4713,M700,Хронический крепитирующий синовит кисти и запястья
4714,M701,Бурсит кисти
4715,M702,Бурсит локтевого отростка
4716,M703,Другие бурситы локтевого сустава
4717,M704,Препателлярный бурсит
4718,M705,Другие бурситы коленного сустава
4719,M706,Бурсит большого вертела (бедренной кости)
4720,M707,Другие бурситы бедра
4721,M708,"Другие болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением"
4722,M709,"Болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением неуточненные"
4723,M710,Абсцесс синовиальной сумки
4724,M711,Другие инфекционные бурситы
4725,M712,Синовиальная киста подколенной области [Бейкера]
4726,M713,Другая киста синовиальной сумки
4727,M714,Отложение кальция в синовиальной сумке
4728,M715,"Другие бурситы, не классифицированные в других рубриках"
4729,M718,Другие уточненные бурсопатии
4730,M719,Бурсопатия неуточненная
4731,M720,Ладонный фасциальный фиброматоз [Дюпюитрена]
4732,M721,Соединительнотканные узелки на тыльной поверхности пальцев
4733,M722,Подошвенный фасциальный фиброматоз
4734,M723,Узелковый фасциит
4735,M724,Псевдосаркоматозный фиброматоз
4736,M725,"Фасциит, не классифицированный в других рубриках"
4737,M728,Другие фибробластические нарушения
4738,M729,Фибробластические нарушения неуточненные
4739,M73,"Поражения мягких тканей при болезнях, классифицированных в других рубриках"
4740,M730,Гонококковый бурсит (A54.4+)
4741,M731,Сифилитический бурсит (A52.7+)
4742,M738,"Другие поражения мягких тканей при болезнях, классифицированных в других рубриках"
4743,M750,Адгезивный капсулит плеча
4744,M751,Синдром сдавления ротатора плеча
4745,M752,Тендинит двуглавой мышцы
4746,M753,Кальцифицирующий тендинит плеча
4747,M754,Синдром удара плеча
4748,M755,Бурсит плеча
4749,M758,Другие поражения плеча
4750,M759,Поражение плеча неуточненное
4751,M760,Тендинит ягодичных мышц
4752,M761,Тендинит поясничных мышц
4753,M762,Шпора подвздошного гребешка
4754,M763,Подвздошный большеберцовый связочный синдром
4755,M764,Большеберцовый коллатеральный бурсит [Пеллегрини-Штиды]
4756,M765,Тендинит области надколенника
4757,M766,Тендинит пяточного [ахиллова] сухожилия
4758,M767,Тендинит малоберцовой кости
4759,M768,"Другие энтезопатии нижней конечности, исключая стопу"
4760,M769,Энтезопатия нижней конечности неуточненная
4761,M770,Медиальный эпикондилит
4762,M771,Латеральный эпикондилит
4763,M772,Периартериит запястья
4764,M773,Пяточная шпора
4765,M774,Метатарзалгия
4766,M775,Другие энтезопатии стопы
4767,M778,"Другие энтезопатии, не классифицированные в других рубриках"
4768,M779,Энтезопатия неуточненная
4769,M790,Ревматизм неуточненный
4770,M791,Миалгия
4771,M792,Невралгия и неврит неуточненные
4772,M793,Панникулит неуточненный
4773,M794,Гипертрофия (подколенной) жировой подушечки
4774,M795,Остаточное инородное тело в мягких тканях
4775,M796,Боль в конечности
4776,M798,Другие уточненные поражения мягких тканей
4777,M799,Болезнь мягких тканей неуточненная
4778,M800,Постменопаузный остеопороз с патологическим переломом
4779,M801,Остеопороз с патологическим переломом после удаления яичников
4780,M802,"Остеопороз с патологическим переломом, вызванный обездвиженностью"
4781,M803,"Постхирургический остеопороз с патологическим переломом,вызванный нарушением всасывания в кишечнике"
4782,M804,Лекарственный остеопороз с патологическим переломом
4783,M805,Идиопатический остеопороз с патологическим переломом
4784,M808,Другой остеопороз с патологическим переломом
4785,M809,Остеопороз с патологическим переломом неуточненный
4786,M810,Постменопаузный остеопороз
4787,M811,Остеопороз после удаления яичников
4788,M812,"Остеопороз, вызванный обездвиженностью"
4789,M813,"Постхирургический остеопороз, вызванный нарушением всасывания"
4790,M814,Лекарственный остеопороз
4791,M815,Идиопатический остеопороз
4792,M816,Локализованный остеопороз [Лекена]
4793,M818,Другие остеопорозы
4794,M819,Остеопороз неуточненный
4795,M82,"Остеопороз при болезнях, классифицированных в других рубриках"
4796,M820,Остеопороз при множественном миеломатозе (C90.0+)
4797,M821,Остеопороз при эндокринных нарушениях (E00-E34+)
4798,M828,"Остеопороз при других болезнях, классифицированных в других рубриках"
4799,M830,Послеродовая остеомаляция
4800,M831,Старческая остеомаляция
4801,M832,Остеомаляция вследствие нарушения всасывания
4802,M833,Остеомаляция у взрослых вследствие недостаточности питания
4803,M834,"Костная болезнь, связанная с алюминием"
4804,M835,Другие лекарственные остеомаляции у взрослых
4805,M838,Другая остеомаляция у взрослых
4806,M839,Остеомаляция у взрослых неуточненная
4807,M840,Плохое срастание перелома
4808,M841,Несрастание перелома [псевдартроз]
4809,M842,Замедленное сращение перелома
4810,M843,"Стрессовые переломы, не классифицированные в других рубриках"
4811,M844,"Патологические переломы, не классифицированные в других рубриках"
4812,M848,Другие нарушения целостности кости
4813,M849,Нарушение целостности кости неуточненное
4814,M850,"Фиброзная дисплазия (избирательная, одной кости)"
4815,M851,Флюороз скелета
4816,M852,Гиперостоз черепа
4817,M853,Остеит вследствие отложения минеральных солей(склерозирующий)
4818,M854,Единичная киста кости
4819,M855,Аневризматическая костная киста
4820,M856,Другие кисты костей
4821,M858,Другие уточненные нарушения плотности и структуры костей
4822,M859,Нарушение плотности и структуры кости неуточненное
4823,M860,Острый гематогенный остеомиелит
4824,M861,Другие формы острого остеомиелита
4825,M862,Подострый остеомиелит
4826,M863,Хронический многоочаговый остеомиелит
4827,M864,Хронический остеомиелит с дренированным синусом
4828,M865,Другие хронические гематогенные остеомиелиты
4829,M866,Другой хронический остеомиелит
4830,M868,Другой остеомиелит
4831,M869,Остеомиелит неуточненный
4832,M870,Идиопатический асептический некроз кости
4833,M871,Лекарственный остеонекроз
4834,M872,"Остеонекроз, обусловленный перенесенной травмой"
4835,M873,Другой вторичный остеонекроз
4836,M878,Другой остеонекроз
4837,M879,Остеонекроз неуточненный
4838,M880,Поражение черепа при болезни Педжета
4839,M888,Поражение других костей при болезни Педжета
4840,M889,Болезнь (костей) Педжета неуточненная
4841,M890,Алгонейродистрофия
4842,M891,Преждевременное сращение эпифиза с диафизом
4843,M892,Другие нарушения роста и развития костей
4844,M893,Гипертрофия костей
4845,M894,Другая гипертрофическая остеоартропатия
4846,M895,Остеолиз
4847,M896,Остеопатия после полиомиелита
4848,M898,Другие уточненные поражения костей
4849,M899,Болезнь костей неуточненная
4850,M90,"Остеопатии при болезнях, классифицированных в других рубриках"
4851,M900,Туберкулез костей (A18.0+)
4852,M901,"Периостит при других инфекционных болезнях, классифицированных в других рубриках"
4853,M902,"Остеопатия при других инфекционных болезнях, классифицированных в других рубриках"
4854,M903,Остеонекроз при кессонной болезни (T70.3+)
4855,M904,Остеонекроз вследствие гемоглобинопатии (D50-D64+)
4856,M905,"Остеонекроз при других болезнях, классифицированных в других рубриках"
4857,M906,Деформирующий остеит при новообразованиях (C00-D48+)
4858,M907,Переломы костей при новообразованиях (C00-D48+)
4859,M908,"Остеопатия при других болезнях, классифицированных в других рубриках"
4860,M910,Юношеский остеохондроз таза
4861,M911,Юношеский остеохондроз головки бедренной кости [Легга-Кальве-Пертеса]
4862,M912,Coxa plana
4863,M913,Псевдококсалгия
4864,M918,Другие юношеские остеохондрозы бедра и таза
4865,M919,Юношеский остеохондроз бедра и таза неуточненный
4866,M920,Юношеский остеохондроз плечевой кости
4867,M921,Юношеский остеохондроз лучевой кости и локтевой кости
4868,M922,Юношеский остеохондроз кисти
4869,M923,Другой юношеский остеохондроз верхних конечностей
4870,M924,Юношеский остеохондроз надколенника
4871,M925,Юношеский остеохондроз большой и малой берцовых костей
4872,M926,Юношеский остеохондроз предплюсны
4873,M927,Юношеский остеохондроз плюсны
4874,M928,Другой уточненный юношеский остеохондроз
4875,M929,Юношеский остеохондроз неуточненный
4876,M930,Соскальзывание верхнего эпифиза бедренной кости (нетравматическое)
4877,M931,Болезнь Кинбека у взрослых
4878,M932,Рассекающий остеохондрит
4879,M938,Другие уточненные остеохондропатии
4880,M939,Остеохондропатия неуточненная
4881,M940,Синдром хрящевых реберных соединений [Титце]
4882,M941,Рецидивирующий полихондрит
4883,M942,Хондромаляция
4884,M943,Хондролиз
4885,M948,Другие уточненные поражения хрящей
4886,M949,Поражение хряща неуточненное
4887,M950,Приобретенная деформация носа
4888,M951,"Деформация ушной раковины, вызванная травмой и последующим перихондритом"
4889,M952,Другие приобретенные деформации головы
4890,M953,Приобретенная деформация шеи
4891,M954,Приобретенная деформация грудной клетки и ребер
4892,M955,Приобретенная деформация таза
4893,M958,Другие уточненные приобретенные деформации костно-мышечной системы
4894,M959,Приобретенные деформации костно-мышечной системы неуточненные
4895,M960,Псевдартроз после сращения или артродеза
4896,M961,"Постламинэктомический синдром, не классифицированный в других рубриках"
4897,M962,Пострадиационный кифоз
4898,M963,Постламинэктомический кифоз
4899,M964,Постхирургический лордоз
4900,M965,Пострадиационный сколиоз
4901,M966,Перелом после установки ортопедического имплантата суставного протеза или костной пластинки
4902,M968,Другие поражения костно-мышечной системы после медицинских процедур
4903,M969,Поражение костно-мышечной системы после медицинских процедур неуточненное
4904,M990,Сегментарная или соматическая дисфункция
4905,M991,Подвывиховый комплекс (вертебральный)
4906,M992,Стеноз неврального канала при подвывихе
4907,M993,Костный стеноз неврального канала
4908,M994,Соединительнотканный стеноз неврального канала
4909,M995,Межпозвонковый дисковый стеноз неврального канала
4910,M996,Костный и подвывиховый стеноз межпозвоночных отверстий
4911,M997,Соединительнотканный и дисковый стеноз межпозвоночных отверстий
4912,M998,Другие биомеханические нарушения
4913,M999,Биомеханическое нарушение неуточненное
4914,N000,Незначительные гломерулярные нарушения
4915,N001,Очаговые и сегментарные гломерулярные повреждения
4916,N002,Диффузный мембранозный гломерулонефрит
4917,N003,Диффузный мезангиальный пролиферативный гломерулонефрит
4918,N004,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4919,N005,Диффузный мезангиокапиллярный гломерулонефрит
4920,N006,Болезнь плотного осадка
4921,N007,Диффузный серповидный гломерулонефрит
4922,N008,Другие изменения
4923,N009,Неуточненное изменение
4924,N010,Незначительные гломерулярные нарушения
4925,N011,Очаговые и сегментарные гломерулярные повреждения
4926,N012,Диффузный мембранозный гломерулонефрит
4927,N013,Диффузный мезангиальный пролиферативный гломерулонефрит
4928,N014,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4929,N015,Диффузный мезангиокапиллярный гломерулонефрит
4930,N016,Болезнь плотного осадка
4931,N017,Диффузный серповидный гломерулонефрит
4932,N018,Другие изменения
4933,N019,Неуточненное изменение
4934,N020,Незначительные гломерулярные нарушения
4935,N021,Очаговые и сегментарные гломерулярные повреждения
4936,N022,Диффузный мембранозный гломерулонефрит
4937,N023,Диффузный мезангиальный пролиферативный гломерулонефрит
4938,N024,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4939,N025,Диффузный мезангиокапиллярный гломерулонефрит
4940,N026,Болезнь плотного осадка
4941,N027,Диффузный серповидный гломерулонефрит
4942,N028,Другие изменения
4943,N029,Неуточненное изменение
4944,N030,Незначительные гломерулярные нарушения
4945,N031,Очаговые и сегментарные гломерулярные повреждения
4946,N032,Диффузный мембранозный гломерулонефрит
4947,N033,Диффузный мезангиальный пролиферативный гломерулонефрит
4948,N034,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4949,N035,Диффузный мезангиокапиллярный гломерулонефрит
4950,N036,Болезнь плотного осадка
4951,N037,Диффузный серповидный гломерулонефрит
4952,N038,Другие изменения
4953,N039,Неуточненное изменение
4954,N040,Незначительные гломерулярные нарушения
4955,N041,Очаговые и сегментарные гломерулярные повреждения
4956,N042,Диффузный мембранозный гломерулонефрит
4957,N043,Диффузный мезангиальный пролиферативный гломерулонефрит
4958,N044,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4959,N045,Диффузный мезангиокапиллярный гломерулонефрит
4960,N046,Болезнь плотного осадка
4961,N047,Диффузный серповидный гломерулонефрит
4962,N048,Другие изменения
4963,N049,Неуточненное изменение
4964,N050,Незначительные гломерулярные нарушения
4965,N051,Очаговые и сегментарные гломерулярные повреждения
4966,N052,Диффузный мембранозный гломерулонефрит
4967,N053,Диффузный мезангиальный пролиферативный гломерулонефрит
4968,N054,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4969,N055,Диффузный мезангиокапиллярный гломерулонефрит
4970,N056,Болезнь плотного осадка
4971,N057,Диффузный серповидный гломерулонефрит
4972,N058,Другие изменения
4973,N059,Неуточненное изменение
4974,N060,Незначительные гломерулярные нарушения
4975,N061,Очаговые и сегментарные гломерулярные повреждения
4976,N062,Диффузный мембранозный гломерулонефрит
4977,N063,Диффузный мезангиальный пролиферативный гломерулонефрит
4978,N064,Диффузный эндокапиллярный пролиферативный гломерулонефрит
4979,N065,Диффузный мезангиокапиллярный гломерулонефрит
4980,N066,Болезнь плотного осадка
4981,N067,Диффузный серповидный гломерулонефрит
4982,N068,Другие изменения
